Time_microseconds,Electron_Count,Input_Energy_J,Inelastic_Energy_Transfer_J,Elastic_Energy_Transfer_J,Total_Energy_Transfer_J,Efficiency_percent
1.0e-6,100,0.80109,0.22831065000000006,0.0,0.22831065000000006,28.500000000017415
2.0e-6,200,0.80109,0.45902456999999997,0.0,0.45902456999999997,57.30000000001381
3.0e-6,300,0.80109,0.68012541,0.0,0.68012541,84.90000000003754
4.0e-6,400,0.80109,0.7209809999999998,2.251210378136225e-6,0.7209832512103779,90.00028101840337
4.9999999999999996e-6,500,0.80109,0.71136792,4.7219653237411695e-6,0.7113726419653238,88.80058944253788
6.0e-6,600,0.80109,0.7233842699999999,7.965118095485762e-6,0.7233922351180955,90.30099428502403
7.0e-6,700,0.80109,0.71857773,1.0337773201637275e-5,0.7185880677732016,89.70129046339684
8.0e-6,800,0.80109,0.7354006199999998,1.2831595863341305e-5,0.7354134515958631,91.80160176707139
8.999999999999999e-6,900,0.80109,0.7329973500000001,1.6180398185812096e-5,0.733013530398186,91.50201979777695
1.0e-5,1000,0.80109,0.7161744600000001,1.8313446947169906e-5,0.7161927734469472,89.4022860661248
1.1e-5,1100,0.80109,0.7137711899999999,2.112520321844667e-5,0.7137923152032183,89.10263705742972
1.2e-5,1200,0.80109,0.7233842699999999,2.312077451480181e-5,0.7234073907745148,90.30288616445216
1.3000000000000001e-5,1300,0.80109,0.71857773,2.65513609345759e-5,0.7186042813609346,89.70331440416
1.4e-5,1400,0.80109,0.72578754,2.9625257588136935e-5,0.7258171652575881,90.60369811852537
1.5e-5,1500,0.80109,0.7185777299999999,3.180477728167298e-5,0.7186095347772816,89.70397018779946
1.6e-5,1600,0.80109,0.6969482999999999,3.4271028602267816e-5,0.6969825710286022,87.00427804974275
1.7e-5,1700,0.80109,0.7209810000000002,3.736009236842324e-5,0.7210183600923686,90.00466365730819
1.8000000000000004e-5,1800,0.80109,0.7354006200000001,3.941413464605905e-5,0.7354400341346461,91.80492006318536
1.9e-5,1900,0.80109,0.7161744600000001,4.3130443403182994e-5,0.7162175904434033,89.40538396979717
2.0e-5,2000,0.80109,0.73059408,4.59330262556096e-5,0.7306400130262557,91.20573381598312
2.1e-5,2100,0.80109,0.70656138,4.774418328219424e-5,0.7066091241832823,88.20595990252781
2.2e-5,2200,0.80109,0.7257875400000001,4.944825684988634e-5,0.7258369882568501,90.6061726219295
2.3e-5,2300,0.80109,0.6993515699999998,5.270603558526469e-5,0.6994042760355851,87.30657929015042
2.4000000000000004e-5,2400,0.80109,0.7354006200000001,5.630413896007353e-5,0.7354569241389601,91.80702844107265
2.5e-5,2500,0.80109,0.7354006199999998,5.928659363993214e-5,0.7354599065936398,91.80740074075166
2.6000000000000002e-5,2600,0.80109,0.7137711899999999,6.037535764897359e-5,0.7138315653576489,89.10753665101585
2.7e-5,2700,0.80109,0.71857773,6.533779938925027e-5,0.7186430677993892,89.70815611221568
2.8000000000000003e-5,2800,0.80109,0.7522235099999999,6.711235763824914e-5,0.7522906223576381,93.90837763017606
2.9e-5,2900,0.80109,0.6897384900000001,6.946387005686108e-5,0.689807953870057,86.10867116931755
3.0e-5,3000,0.80109,0.7281908099999999,7.246475482628721e-5,0.7282632747548261,90.90904576947426
3.1e-5,3100,0.80109,0.7257875400000001,7.381686226745646e-5,0.7258613568622676,90.60921455294621
3.2e-5,3200,0.80109,0.7281908099999999,7.770856018225607e-5,0.7282685185601822,90.90970035324919
3.2999999999999996e-5,3300,0.80109,0.72819081,8.029088303937196e-5,0.7282711008830394,90.91002270448712
3.399999999999999e-5,3400,0.80109,0.7281908100000002,8.325972421456742e-5,0.7282740697242147,90.91039330461821
3.5000000000000004e-5,3500,0.80109,0.7185777299999999,8.575185103604906e-5,0.718663481851036,89.7107043966731
3.600000000000001e-5,3600,0.80109,0.7017548400000001,8.718902939779282e-5,0.7018420290293979,87.6108837994725
3.7000000000000005e-5,3700,0.80109,0.70415811,9.220512965154345e-5,0.7042503151296515,87.91150995891992
3.8e-5,3800,0.80109,0.7305940800000001,9.304996658310312e-5,0.7306871299665832,91.21161541978144
3.9000000000000006e-5,3900,0.80109,0.7113679199999998,9.602722622879838e-5,0.7114639472262286,88.81198707093436
4.0e-5,4000,0.80109,0.720981,9.986261036195649e-5,0.721080862610362,90.01246584157572
4.1e-5,4100,0.80109,0.7233842699999998,0.0001015504244942516,0.723485820424494,90.31267653128332
4.2e-5,4200,0.80109,0.71617446,0.0001051548267151554,0.7162796148267151,89.41312646851037
4.3e-5,4300,0.80109,0.71617446,0.00010650894332205159,0.716280968943322,89.41329550281058
4.4000000000000006e-5,4400,0.80109,0.71857773,0.00010892868928136839,0.7186866586892814,89.71359755950282
4.5e-5,4500,0.80109,0.7281908100000001,0.00011252586725758633,0.7283033358672577,90.91404659491036
4.6e-5,4600,0.80109,0.7474169699999998,0.00011405554217256066,0.7475310255421724,93.3142375441249
4.7000000000000004e-5,4700,0.80109,0.7233842699999999,0.00011822406536189572,0.7235024940653618,90.31475790052488
4.8e-5,4800,0.80109,0.7041581100000001,0.00012061627616388169,0.704278726276164,87.91505651996509
4.9e-5,4900,0.80109,0.7281908100000002,0.00012298183225641898,0.7283137918322566,90.91535181222257
4.9999999999999996e-5,5000,0.80109,0.7113679199999998,0.0001259894203443928,0.7114939094203442,88.81572724914078
5.1e-5,5100,0.80109,0.720981,0.00012884353142607755,0.721109843531426,90.01608352761791
5.2e-5,5200,0.80109,0.7450136999999999,0.00013182808628469612,0.7451455280862845,93.01645608937427
5.3e-5,5300,0.80109,0.7354006200000001,0.00013342033343481235,0.7355340403334348,91.81665484945573
5.4000000000000005e-5,5400,0.80109,0.6969483000000001,0.00013723522711211664,0.6970855352271121,87.01713106232613
5.500000000000001e-5,5500,0.80109,0.71617446,0.0001393614640687941,0.7163138214640687,89.41739648028656
5.6000000000000006e-5,5600,0.80109,0.72578754,0.00014079239810800133,0.7259283323981081,90.61757510365511
5.7e-5,5700,0.80109,0.7065613800000001,0.00014434725909056467,0.7067057272590906,88.2180188567492
5.8e-5,5800,0.80109,0.7233842699999999,0.00014756684863728446,0.7235318368486372,90.31842075777395
5.9000000000000004e-5,5900,0.80109,0.7137711899999998,0.00015084290714056185,0.7139220329071403,89.11882970792902
6.0e-5,6000,0.80109,0.7113679199999999,0.0001531529451057607,0.7115210729451057,88.81911806979096
6.1e-5,6100,0.80109,0.71857773,0.00015504689005671571,0.7187327768900568,89.7193544906952
6.2e-5,6200,0.80109,0.7257875400000001,0.0001568070206331557,0.7259443470206333,90.61957420775613
6.3e-5,6300,0.80109,0.7522235100000002,0.00016032267846659165,0.7523838326784668,93.9200130670163
6.4e-5,6400,0.80109,0.7041581099999998,0.0001640286012544795,0.7043221386012544,87.92047567703108
6.5e-5,6500,0.80109,0.73540062,0.0001667155911368593,0.7355673355911369,91.82081109384312
6.6e-5,6600,0.80109,0.70896465,0.0001692402545046148,0.7091338902545046,88.52112624723215
6.699999999999999e-5,6700,0.80109,0.7281908100000001,0.00017201947663945757,0.7283628294766396,90.92147317735953
6.8e-5,6800,0.80109,0.72338427,0.00017661887806617144,0.7235608888780662,90.32204732029892
6.900000000000001e-5,6900,0.80109,0.7089646499999999,0.00017544745292351566,0.7091400974529234,88.52190109141304
7.0e-5,7000,0.80109,0.7498202399999998,0.00018085611921908734,0.750001096119219,93.62257625468979
7.1e-5,7100,0.80109,0.7257875400000001,0.0001819930541268445,0.7259695330541269,90.62271817831888
7.199999999999999e-5,7200,0.80109,0.69935157,0.0001844119839979261,0.6995359819839979,87.32302013305616
7.3e-5,7300,0.80109,0.7113679199999998,0.00018855786843393504,0.7115564778684338,88.82353766343903
7.4e-5,7400,0.80109,0.74020716,0.00019058209449235737,0.7403977420944924,92.42379034749261
7.5e-5,7500,0.80109,0.6993515699999999,0.00019213504895474663,0.6995437050489547,87.3239842026909
7.599999999999999e-5,7600,0.80109,0.7137711900000001,0.00019495127621011116,0.7139661412762103,89.12433575202941
7.7e-5,7700,0.80109,0.7257875400000002,0.00019855505863356407,0.7259860950586338,90.62478561194315
7.8e-5,7800,0.80109,0.7185777299999998,0.00020140631462633047,0.7187791363146261,89.72514153401978
7.900000000000001e-5,7900,0.80109,0.720981,0.000204961577385858,0.7211859615773858,90.02558533710581
8.0e-5,8000,0.80109,0.7426104299999999,0.0002060784977571931,0.7428165084977572,92.72572476223067
8.1e-5,8100,0.80109,0.7137711900000001,0.00020854252866653897,0.7139797325286666,89.12603234699154
8.200000000000001e-5,8200,0.80109,0.7065613799999999,0.00021265475866127226,0.7067740347586612,88.22654567637056
8.3e-5,8300,0.80109,0.7281908100000001,0.0002140736746144048,0.7284048836746145,90.92672279953368
8.400000000000001e-5,8400,0.80109,0.7281908100000001,0.00021664668500734913,0.7284074566850074,90.92704398814561
8.5e-5,8500,0.80109,0.7113679200000003,0.00022045167931654196,0.7115883716793168,88.8275189653415
8.6e-5,8600,0.80109,0.7137711899999999,0.00022205174849658719,0.7139932417484964,89.12771870183622
8.700000000000001e-5,8700,0.80109,0.71617446,0.00022519351174604717,0.7163996535117461,89.42811088784238
8.8e-5,8800,0.80109,0.7354006200000001,0.00022839057383630904,0.7356290105738363,91.82850997691021
8.900000000000001e-5,8900,0.80109,0.72578754,0.00022972848738809357,0.7260172684873881,90.6286769885206
9.0e-5,9000,0.80109,0.7185777300000001,0.0002330007793741883,0.7188107307793743,89.72908546848963
9.1e-5,9100,0.80109,0.73299735,0.00023559138184422868,0.7332329413818442,91.52940885316968
9.2e-5,9200,0.80109,0.7233842699999998,0.00023969949727387506,0.7236239694972737,90.32992166892193
9.300000000000001e-5,9300,0.80109,0.7137711900000001,0.00024099961721524228,0.7140121896172154,89.13008396270381
9.4e-5,9400,0.80109,0.7065613799999999,0.0002456374718242163,0.7068070174718242,88.23066290580354
9.5e-5,9500,0.80109,0.7185777299999999,0.00024786117928094983,0.7188255911792809,89.73094049095405
9.599999999999999e-5,9600,0.80109,0.73299735,0.00024883650788336373,0.7332461865078833,91.53106224117303
9.7e-5,9700,0.80109,0.7137711899999998,0.00025153036283660774,0.7140227203628364,89.13139851491324
9.800000000000001e-5,9800,0.80109,0.7161744600000001,0.00025501600927498323,0.7164294760092751,89.43183362785113
9.9e-5,9900,0.80109,0.70896465,0.0002581428666981169,0.7092227928666981,88.53222395317786
0.0001,10000,0.80109,0.7257875399999998,0.00025828151069096403,0.7260458215106907,90.6322412600987
0.000101,10100,0.80109,0.7185777300000001,0.00026295357269774677,0.7188406835726979,89.73282447322774
0.000102,10200,0.80109,0.7426104299999999,0.000266050464331414,0.7428764804643313,92.73321105799278
0.000103,10300,0.80109,0.7209810000000001,0.00026959262080676085,0.7212505926208068,90.03365322512052
