x_m,y_m,temperature_K
0.0,0.0,801.5375357406427
0.0,0.00039999999999999996,800.4935933827235
0.0,0.0007999999999999999,801.5483247184053
0.0,0.0012,806.6048532230327
0.0,0.0015999999999999999,808.8683846704699
0.0,0.002,814.8845658917273
0.0,0.0024,808.9114073579085
0.0,0.0028,814.5113397377946
0.0,0.0031999999999999997,805.7708093819919
0.0,0.0036,817.0207864253517
0.0,0.004,814.8931341630271
0.0,0.004399999999999999,812.878685041584
0.0,0.0048,822.3511278719645
0.0,0.005199999999999999,829.501940123546
0.0,0.0056,810.6752475573666
0.0,0.005999999999999999,802.6955204825922
0.0,0.0063999999999999994,804.5009389822769
0.0,0.0068,801.716840533064
0.0,0.0072,801.4330288297988
0.0,0.007599999999999999,801.8068937915655
0.0,0.008,800.6290741366337
0.0,0.0084,800.8801720986993
0.0,0.008799999999999999,800.0003571996261
0.0,0.0092,800.0
0.0,0.0096,800.0
0.00039999999999999996,0.0,807.1493605682635
0.00039999999999999996,0.00039999999999999996,800.2929942652056
0.00039999999999999996,0.0007999999999999999,800.0
0.00039999999999999996,0.0012,800.4959879650141
0.00039999999999999996,0.0015999999999999999,800.4850436876934
0.00039999999999999996,0.002,800.142394896202
0.00039999999999999996,0.0024,800.7802115425817
0.00039999999999999996,0.0028,800.1424431966489
0.00039999999999999996,0.0031999999999999997,800.2467694463226
0.00039999999999999996,0.0036,801.1236912078083
0.00039999999999999996,0.004,800.5427718904856
0.00039999999999999996,0.004399999999999999,800.9274372381461
0.00039999999999999996,0.0048,803.111892708915
0.00039999999999999996,0.005199999999999999,802.1926037540218
0.00039999999999999996,0.0056,801.0362487333771
0.00039999999999999996,0.005999999999999999,800.1908543064396
0.00039999999999999996,0.0063999999999999994,800.4974701575911
0.00039999999999999996,0.0068,800.0095035670964
0.00039999999999999996,0.0072,800.4381264372189
0.00039999999999999996,0.007599999999999999,800.4375259866765
0.00039999999999999996,0.008,800.191943050821
0.00039999999999999996,0.0084,800.2466716802369
0.00039999999999999996,0.008799999999999999,800.2466716802369
0.00039999999999999996,0.0092,800.2466716802369
0.00039999999999999996,0.0096,800.0
0.0007999999999999999,0.0,802.2845256775377
0.0007999999999999999,0.00039999999999999996,801.1792033070524
0.0007999999999999999,0.0007999999999999999,800.0002789017921
0.0007999999999999999,0.0012,800.2469862868357
0.0007999999999999999,0.0015999999999999999,800.4933433604738
0.0007999999999999999,0.002,800.0
0.0007999999999999999,0.0024,800.0024007523438
0.0007999999999999999,0.0028,800.0030810481569
0.0007999999999999999,0.0031999999999999997,800.2466716802369
0.0007999999999999999,0.0036,800.0
0.0007999999999999999,0.004,800.0042851573717
0.0007999999999999999,0.004399999999999999,800.6286116634161
0.0007999999999999999,0.0048,800.4960601820916
0.0007999999999999999,0.005199999999999999,800.195113485778
0.0007999999999999999,0.0056,800.256045794546
0.0007999999999999999,0.005999999999999999,800.2482274402261
0.0007999999999999999,0.0063999999999999994,800.0080036408845
0.0007999999999999999,0.0068,800.0003532222115
0.0007999999999999999,0.0072,800.9312492850349
0.0007999999999999999,0.007599999999999999,800.0
0.0007999999999999999,0.008,800.2466716802369
0.0007999999999999999,0.0084,800.0
0.0007999999999999999,0.008799999999999999,800.0
0.0007999999999999999,0.0092,800.0
0.0007999999999999999,0.0096,800.0
0.0012,0.0,804.8570688999984
0.0012,0.00039999999999999996,800.6855794742224
0.0012,0.0007999999999999999,800.0
0.0012,0.0012,800.2466716802369
0.0012,0.0015999999999999999,800.2466716802369
0.0012,0.002,800.0012969930696
0.0012,0.0024,800.4933713968621
0.0012,0.0028,800.2466716802369
0.0012,0.0031999999999999997,800.0013229066499
0.0012,0.0036,800.0014207466509
0.0012,0.004,800.0046069437283
0.0012,0.004399999999999999,800.0050504274415
0.0012,0.0048,800.294108541821
0.0012,0.005199999999999999,800.0036263843772
0.0012,0.0056,800.0
0.0012,0.005999999999999999,800.2469927508868
0.0012,0.0063999999999999994,800.0042009200606
0.0012,0.0068,800.0093177672035
0.0012,0.0072,800.2573497137732
0.0012,0.007599999999999999,800.4452198749251
0.0012,0.008,800.0
0.0012,0.0084,800.0004134647031
0.0012,0.008799999999999999,800.2468519154658
0.0012,0.0092,800.0
0.0012,0.0096,800.0
0.0015999999999999999,0.0,804.3357259357738
0.0015999999999999999,0.00039999999999999996,800.2503091621554
0.0015999999999999999,0.0007999999999999999,800.0
0.0015999999999999999,0.0012,800.0
0.0015999999999999999,0.0015999999999999999,800.0
0.0015999999999999999,0.002,800.0022059256851
0.0015999999999999999,0.0024,800.0
0.0015999999999999999,0.0028,800.0021090459693
0.0015999999999999999,0.0031999999999999997,800.4933433604738
0.0015999999999999999,0.0036,800.0038001027968
0.0015999999999999999,0.004,800.2466716802369
0.0015999999999999999,0.004399999999999999,800.0
0.0015999999999999999,0.0048,800.2504801665607
0.0015999999999999999,0.005199999999999999,800.2466716802369
0.0015999999999999999,0.0056,800.2593239738824
0.0015999999999999999,0.005999999999999999,800.0039492376642
0.0015999999999999999,0.0063999999999999994,800.0002455534404
0.0015999999999999999,0.0068,800.246772163084
0.0015999999999999999,0.0072,800.6908197276093
0.0015999999999999999,0.007599999999999999,800.0134992867528
0.0015999999999999999,0.008,800.0000911581905
0.0015999999999999999,0.0084,800.2466716802369
0.0015999999999999999,0.008799999999999999,800.0
0.0015999999999999999,0.0092,800.0
0.0015999999999999999,0.0096,800.0
0.002,0.0,802.4858591541432
0.002,0.00039999999999999996,800.732662262711
0.002,0.0007999999999999999,800.0
0.002,0.0012,800.0
0.002,0.0015999999999999999,800.0
0.002,0.002,800.0
0.002,0.0024,800.0
0.002,0.0028,800.0039439895115
0.002,0.0031999999999999997,800.2466716802369
0.002,0.0036,800.0
0.002,0.004,800.0
0.002,0.004399999999999999,800.0
0.002,0.0048,800.0
0.002,0.005199999999999999,800.2498732013967
0.002,0.0056,800.005716579139
0.002,0.005999999999999999,800.4933433604738
0.002,0.0063999999999999994,800.2004446286853
0.002,0.0068,800.0
0.002,0.0072,800.0185243341392
0.002,0.007599999999999999,800.0025888987481
0.002,0.008,800.0001829207067
0.002,0.0084,800.2466716802369
0.002,0.008799999999999999,800.0
0.002,0.0092,800.0
