Time_microseconds,Efficiency_percent
1.9999999999999998e-5,3.542326166084863
3.9999999999999996e-5,4.185790840481696
5.9999999999999995e-5,4.029982818970696
7.999999999999999e-5,7.855570879932254
9.999999999999999e-5,8.274866796032834
0.00011999999999999999,6.562340969105273
0.00014,8.181139015606787
0.00015999999999999999,9.82655096612705
0.00017999999999999998,9.613088070282478
0.00019999999999999998,8.16632020093678
0.00021999999999999998,5.575812540146084
0.00023999999999999998,4.196515369515698
0.00026,5.906325210792039
0.00028,4.365303642834548
0.0003,4.306588453019994
0.00031999999999999997,4.6192109430760055
0.00033999999999999997,3.361913650896374
0.00035999999999999997,5.296623227861364
0.00037999999999999997,6.0490377959125725
0.00039999999999999996,5.944354968350348
0.00041999999999999996,4.843798564402226
0.00043999999999999996,4.717771236548721
0.00045999999999999996,6.943194426353279
0.00047999999999999996,6.177106158636839
0.0005,7.738230083131407
0.0005200000000000001,5.020598975657807
0.0005399999999999999,6.349555128960148
0.00056,6.9010161798702345
0.00058,5.901961391635394
0.0006000000000000001,5.709390985741017
0.0006199999999999999,5.2699056706596465
0.0006399999999999999,4.349344048630696
0.00066,5.589172543556406
0.00068,5.111411332314908
0.0006999999999999999,6.448665526257273
0.0007199999999999999,7.532292875668714
0.00074,6.609799452159523
0.00076,7.49155011940332
0.0007799999999999999,6.234066739597203
0.0007999999999999999,6.300211554365605
0.00082,4.739595516437649
0.00084,2.7397430959158813
0.0008599999999999999,3.79396849691789
0.0008799999999999999,3.839314327891577
0.0009,4.858550139728388
0.00092,5.389751078432553
0.0009399999999999999,5.185101762833351
0.0009599999999999999,3.818748549501541
0.00098,4.487737846255521
0.001,4.71641759736832
0.00102,3.6173893542525337
0.00104,4.8879078787990915
0.00106,6.023326004253252
0.00108,6.01368425817934
0.0010999999999999998,3.3429744703934268
0.00112,4.119062259666422
0.00114,6.224021843484516
0.00116,6.18275301823681
0.00118,6.499646990737211
0.0012,7.0987879196507935
0.00122,4.16754808014712
0.00124,4.390737493137417
0.0012599999999999998,4.726374305756375
0.0012799999999999999,3.936263844183264
0.0013,5.0228284936097545
0.00132,5.6213442432340015
0.00134,5.441070821501528
0.0013599999999999999,6.732846195852107
0.00138,4.035988370549902
0.0014,4.565468769921098
0.0014199999999999998,3.828425239520049
0.0014399999999999999,5.3400965321326375
0.00146,4.736673028597725
0.00148,4.3832117980356955
0.0015,4.83101501021626
0.0015199999999999999,3.7838440856772757
0.00154,5.73815384372115
0.00156,4.758414964096522
0.0015799999999999998,4.336074774762092
0.0015999999999999999,4.9578857085394255
0.00162,3.9399685490341683
0.00164,3.4583794996920534
0.00166,4.597230430067353
0.0016799999999999999,4.409686258292756
0.0017,4.636809096962524
0.00172,4.464924763883292
0.0017399999999999998,4.5279216495079595
0.0017599999999999998,4.035445189307119
0.00178,6.063760994540709
0.0018,6.31542478167761
0.00182,3.176196564941342
0.0018399999999999998,3.3746191212599213
0.0018599999999999999,1.9558475930320525
0.00188,3.2719440174600165
0.0018999999999999998,2.651442390983866
0.0019199999999999998,4.765896904862331
0.0019399999999999999,2.5483854506017205
0.00196,4.121820728928915
0.00198,4.781428523055022
0.002,4.400295700709957
