Time_microseconds,Temperature_K
0.0,800.0
1.9999999999999998e-5,800.0008232850689
3.9999999999999996e-5,800.0020256769097
5.9999999999999995e-5,800.003926393987
7.999999999999999e-5,800.0068044167355
9.999999999999999e-5,800.0103520751092
0.00011999999999999999,800.014786735749
0.00014,800.0200883500373
0.00015999999999999999,800.0257586106819
0.00017999999999999998,800.0324068474181
0.00019999999999999998,800.0397072032571
0.00021999999999999998,800.042781461367
0.00023999999999999998,800.044807663745
0.00026,800.0472174080747
0.00028,800.0492393423507
0.0003,800.0515430917886
0.00031999999999999997,800.0539983382643
0.00033999999999999997,800.0569537918371
0.00035999999999999997,800.0606587977268
0.00037999999999999997,800.0641651562918
0.00039999999999999996,800.0678603433719
0.00041999999999999996,800.0695214776908
0.00043999999999999996,800.0711594691675
0.00045999999999999996,800.0726379355842
0.00047999999999999996,800.0742086372944
0.0005,800.0758066835709
0.00052,800.0777912463766
0.0005399999999999999,800.0799700814831
0.00056,800.0824970246072
0.00058,800.0853576958814
0.0006,800.0884162139523
0.0006199999999999999,800.0904205112532
0.0006399999999999999,800.0925656827608
0.00066,800.0947336603471
0.0006799999999999999,800.0969803693229
0.0006999999999999999,800.0997689522001
0.0007199999999999999,800.1028896250334
0.00074,800.1069898417547
0.0007599999999999999,800.1112029393366
0.0007799999999999999,800.1167281326361
0.0007999999999999999,800.1227420888579
0.00082,800.1255335194611
0.0008399999999999999,800.1278781752947
0.0008599999999999999,800.1297389377875
0.0008799999999999999,800.13210175806
0.0009,800.1344565466248
0.0009199999999999999,800.1367682906648
0.0009399999999999999,800.139220358444
0.0009599999999999999,800.1417567961055
0.00098,800.1443038076881
0.001,800.1473717379391
0.0010199999999999999,800.149995131713
0.00104,800.1529924072745
0.00106,800.1563773280648
0.0010799999999999998,800.1595368283051
0.0010999999999999998,800.1637536135883
0.00112,800.1683107638353
0.00114,800.173919779855
0.00116,800.1798622496468
0.0011799999999999998,800.186426523786
0.0012,800.1932395204631
0.00122,800.1982865181211
0.0012399999999999998,800.2023363274029
0.0012599999999999998,800.2067163389614
0.0012799999999999999,800.2112601550245
0.0013,800.2161303417942
0.00132,800.2210401158458
0.0013399999999999998,800.2254441351527
0.0013599999999999999,800.2299588090898
0.00138,800.2353231874263
0.0013999999999999998,800.2406971489552
0.0014199999999999998,800.2455776412894
0.0014399999999999999,800.2507866209414
0.00146,800.256508206164
0.00148,800.2627369448178
0.0014999999999999998,800.2691675426587
0.0015199999999999999,800.2762509000272
0.00154,800.2835036643788
0.0015599999999999998,800.2917032679741
0.0015799999999999998,800.2993435649969
0.0015999999999999999,800.3081734092525
0.00162,800.3160074957719
0.00164,800.3237723050257
0.0016599999999999998,800.3319884163922
0.0016799999999999999,800.339820666301
0.0017,800.3476182520354
0.0017199999999999997,800.3557368878656
0.0017399999999999998,800.3636271649365
0.0017599999999999998,800.371391999305
0.00178,800.3803191322735
0.0018,800.3900225065332
0.0018199999999999998,800.3990928827316
0.0018399999999999998,800.4094982141511
0.0018599999999999999,800.4207329339603
0.0018799999999999997,800.4324591677869
0.0018999999999999998,800.4431652480555
0.0019199999999999998,800.454390540756
0.0019399999999999999,800.4671367886272
0.00196,800.479890331251
0.00198,800.4924387219482
0.002,800.5064581252833
